AGE,ACCESSIBILITY,EDUCATION_LEVEL,EMPLOYMENT,GENDER,MENTAL_HEALTH,MAIN_BRANCH,YEARS_CODE,YEARS_CODE_PRO,COMPUTER_SKILLS,EMPLOYED
<35,Yes,NoHigherEd,1,Man,0,Dev,7,3,10,0
<35,No,Undergraduate,1,Man,1,Dev,5,0,14,1
>35,No,NoHigherEd,1,Man,0,NotDev,27,22,23,1
<35,No,Undergraduate,1,Man,1,Dev,10,3,17,1
<35,No,Master,1,NonBinary,0,Dev,7,2,26,1
<35,No,Undergraduate,1,Man,1,Dev,8,3,13,1
<35,No,Undergraduate,1,Man,0,Dev,8,4,22,1
>35,No,Master,0,Man,0,Dev,35,30,11,1
<35,No,Undergraduate,1,Man,0,Dev,7,2,10,0
>35,No,Undergraduate,1,Man,1,Dev,33,27,28,1
<35,No,Undergraduate,0,Man,0,Dev,9,5,10,0
>35,No,Master,1,Man,0,NotDev,18,4,13,0
<35,No,Undergraduate,1,Man,0,Dev,9,5,17,1
<35,No,Undergraduate,0,Man,0,Dev,20,16,12,1
>35,No,Undergraduate,1,Man,0,NotDev,27,22,12,1
<35,No,Master,1,Man,0,Dev,10,5,1,0
<35,No,Master,1,Man,0,Dev,15,10,20,1
<35,No,Undergraduate,1,Man,1,Dev,5,3,17,0
<35,No,Master,1,Man,0,Dev,17,12,16,1
<35,No,Other,0,Man,1,Dev,10,7,25,1
>35,No,Other,1,Man,0,Dev,37,16,19,1
<35,No,Undergraduate,1,Man,1,Dev,12,7,18,1
<35,No,Undergraduate,1,Man,1,Dev,10,7,11,0
<35,No,Undergraduate,1,Man,1,Dev,10,10,9,0
<35,No,Other,1,Man,0,Dev,16,8,26,1
<35,No,Other,1,Man,0,Dev,7,2,16,1
>35,No,Other,1,Man,1,Dev,13,12,12,0
>35,No,Undergraduate,1,Man,1,Dev,12,9,14,1
<35,No,Undergraduate,1,Man,1,Dev,8,4,7,0
>35,No,Master,1,Man,1,Dev,29,7,29,1
<35,No,Undergraduate,1,Man,0,Dev,11,5,16,0
>35,No,Undergraduate,0,Man,0,Dev,24,20,8,1
>35,No,Master,1,Man,1,Dev,20,10,17,1
<35,No,Undergraduate,1,Man,0,Dev,8,4,32,1
<35,No,Undergraduate,1,Man,1,Dev,5,1,11,0
<35,No,Other,1,Man,0,Dev,7,7,26,1
<35,No,Other,1,Man,0,Dev,4,2,21,1
<35,No,Master,1,Man,0,Dev,6,2,9,0
<35,No,Undergraduate,1,Man,0,Dev,10,2,17,1
>35,No,Other,1,Woman,1,Dev,13,11,16,1
<35,No,Undergraduate,0,Man,0,Dev,2,2,15,1
<35,No,Undergraduate,1,NonBinary,0,Dev,8,2,5,0
<35,No,Master,0,Man,0,Dev,16,9,13,1
<35,No,Other,1,Man,0,Dev,14,7,20,1
<35,No,Undergraduate,1,Man,0,Dev,14,3,2,0
>35,No,Undergraduate,0,Man,1,Dev,16,13,17,1
<35,No,Undergraduate,1,Man,0,Dev,7,2,13,1
>35,No,Undergraduate,1,Man,0,Dev,10,9,15,1
<35,No,Undergraduate,1,Man,1,Dev,12,8,15,1
<35,No,NoHigherEd,1,Woman,1,Dev,13,6,52,1
<35,No,Undergraduate,0,Man,0,Dev,14,10,8,1
<35,No,Undergraduate,1,Man,1,Dev,10,5,17,1
>35,No,Other,0,Man,0,Dev,33,32,15,0
<35,No,Undergraduate,1,Man,1,Dev,10,5,15,1
<35,No,Master,1,Man,0,Dev,6,3,12,1
>35,No,Other,1,Man,0,NotDev,20,10,12,0
<35,No,Undergraduate,1,Man,0,Dev,11,9,12,1
<35,No,Master,1,Woman,0,Dev,12,5,20,1
>35,Yes,Undergraduate,1,Man,0,NotDev,25,8,14,0
>35,No,Master,1,Man,0,Dev,17,12,14,1
>35,No,Undergraduate,1,Man,0,Dev,30,26,13,0
<35,No,Undergraduate,1,Man,0,Dev,10,4,13,1
<35,No,Master,1,Man,0,Dev,12,8,15,1
>35,No,Undergraduate,1,Man,0,Dev,22,19,8,1
>35,No,Undergraduate,1,Man,1,Dev,7,3,18,1
>35,No,Other,1,Man,1,Dev,20,6,17,0
>35,No,Other,1,Man,0,Dev,5,2,10,1
<35,No,Undergraduate,1,Woman,0,Dev,15,6,23,1
>35,No,Undergraduate,1,Man,0,Dev,14,10,4,0
<35,No,Undergraduate,1,Man,0,Dev,14,6,12,0
<35,No,Undergraduate,1,Man,0,Dev,10,2,11,1
<35,No,Master,1,Man,1,Dev,6,3,17,1
>35,No,PhD,1,NonBinary,0,Dev,15,11,16,1
<35,No,Other,1,Man,0,Dev,10,7,18,1
>35,No,Undergraduate,1,Man,0,NotDev,16,10,18,1
<35,No,Other,0,Man,1,Dev,14,14,27,1
<35,No,Undergraduate,1,Man,0,Dev,12,12,28,1
>35,No,Master,1,Man,0,Dev,15,12,23,1
<35,No,Undergraduate,1,Woman,0,Dev,16,12,5,0
<35,No,Master,1,Man,1,Dev,8,4,2,0
>35,No,Master,1,Man,0,NotDev,7,3,19,1
<35,No,Master,1,Man,0,Dev,14,8,14,1
>35,No,Master,0,Man,0,Dev,30,20,10,0
<35,No,Other,1,Man,1,Dev,8,8,17,1
>35,No,Undergraduate,0,Woman,0,Dev,30,25,10,0
<35,No,Undergraduate,1,Man,0,Dev,16,11,11,1
<35,No,Undergraduate,1,Man,1,Dev,10,4,12,0
>35,No,Undergraduate,0,Woman,0,Dev,16,14,18,1
<35,No,Undergraduate,1,Man,0,Dev,11,5,13,1
>35,No,Undergraduate,1,Man,0,Dev,22,18,18,1
<35,No,Other,1,Man,0,Dev,5,2,15,1
>35,No,Master,1,Man,1,Dev,40,30,15,1
>35,No,Other,0,Man,0,Dev,35,26,3,0
<35,No,Other,1,Man,1,Dev,9,6,9,0
>35,No,Other,0,Man,0,Dev,30,19,19,0
<35,No,Other,1,Man,1,Dev,20,11,9,1
>35,No,PhD,1,Man,0,Dev,37,10,6,0
<35,No,Undergraduate,1,Woman,0,Dev,7,3,5,0
<35,No,Undergraduate,1,Man,0,Dev,4,4,12,0
>35,Yes,PhD,1,Man,0,NotDev,18,17,1,0
<35,No,Undergraduate,1,Man,0,Dev,13,8,7,0
>35,No,Other,0,Man,0,Dev,15,10,14,1
>35,No,Master,1,Man,0,Dev,18,16,16,1
>35,No,NoHigherEd,1,Man,0,NotDev,38,35,13,1
<35,No,Other,1,NonBinary,1,Dev,10,7,8,0
>35,No,Master,1,Man,0,Dev,18,14,14,1
<35,No,Master,1,Man,0,Dev,5,5,16,0
<35,No,Undergraduate,1,Man,0,Dev,8,4,18,1
>35,No,Other,0,Man,0,Dev,18,18,4,0
<35,No,Other,1,Man,0,Dev,15,10,11,1
>35,No,Master,0,Man,0,Dev,6,5,9,0
>35,No,Undergraduate,1,Man,0,Dev,30,17,12,1
<35,No,Undergraduate,1,Man,0,Dev,14,10,17,1
<35,No,Other,1,Man,1,Dev,15,6,22,1
<35,No,Undergraduate,1,Man,0,Dev,14,10,29,1
<35,No,Other,0,Man,0,Dev,10,4,7,0
<35,No,Undergraduate,1,Man,0,Dev,4,0,14,1
<35,No,Undergraduate,1,Man,0,Dev,5,3,2,0
<35,No,Undergraduate,1,Man,1,Dev,23,12,9,0
>35,No,Undergraduate,1,Man,1,Dev,14,11,9,1
<35,No,Undergraduate,1,Man,1,Dev,9,6,15,1
<35,No,Master,1,Man,0,Dev,11,6,3,0
>35,No,Other,1,Man,0,Dev,24,15,11,1
<35,No,Undergraduate,1,Man,0,Dev,10,6,10,0
>35,No,Other,1,Man,0,Dev,25,23,23,1
<35,No,Undergraduate,1,Man,0,Dev,5,3,12,1
>35,No,Undergraduate,1,Man,0,Dev,28,18,10,0
>35,No,Undergraduate,1,Man,0,Dev,27,21,29,1
<35,No,Undergraduate,1,Man,0,Dev,10,8,10,0
>35,No,Master,1,Man,0,Dev,12,9,10,1
<35,No,Undergraduate,1,Woman,1,Dev,7,5,16,1
<35,No,Master,1,Man,1,Dev,12,5,31,1
<35,No,Master,1,Man,1,Dev,8,3,15,1
>35,No,Undergraduate,1,Man,0,Dev,24,18,14,1
<35,No,Undergraduate,1,Man,1,Dev,6,2,14,0
<35,No,Undergraduate,1,Man,0,Dev,23,8,13,1
<35,No,Master,1,Man,0,Dev,9,3,25,1
<35,No,Master,1,Man,0,Dev,4,1,13,1
<35,No,Other,1,Man,0,Dev,11,8,12,1
>35,No,Other,1,Man,1,Dev,47,42,9,0
>35,No,Undergraduate,1,Man,0,Dev,38,23,20,1
<35,No,Master,0,Man,0,Dev,14,10,31,1
<35,No,Other,1,Man,0,Dev,5,1,12,1
<35,No,Undergraduate,1,Man,0,Dev,12,4,23,1
<35,No,NoHigherEd,1,Man,1,Dev,3,0,11,0
<35,No,Undergraduate,1,Man,0,Dev,6,2,12,0
>35,No,Undergraduate,1,Man,0,Dev,8,6,19,1
<35,No,Undergraduate,1,Man,0,Dev,15,10,16,1
<35,No,Undergraduate,1,Man,0,Dev,4,3,11,0
<35,No,Undergraduate,1,Man,0,Dev,7,2,10,1
<35,No,Undergraduate,1,Man,0,Dev,10,5,12,1
<35,No,Master,1,Man,1,Dev,6,6,11,0
<35,No,Master,1,Man,0,Dev,15,10,5,0
>35,Yes,Undergraduate,1,Man,1,Dev,20,11,14,1
<35,No,Master,1,Man,0,Dev,13,6,6,0
<35,No,Undergraduate,0,Man,0,Dev,8,6,13,1
<35,No,Master,1,Man,1,Dev,6,3,8,0
>35,Yes,Other,1,Man,0,Dev,24,22,22,1
>35,No,Undergraduate,1,Woman,0,Dev,20,16,7,0
>35,No,Undergraduate,1,Man,0,Dev,12,8,5,0
>35,No,Undergraduate,1,Man,0,NotDev,40,20,10,0
>35,No,Undergraduate,1,Man,0,Dev,20,11,13,1
<35,No,Undergraduate,1,Man,0,Dev,7,2,12,0
<35,No,Master,1,Man,1,Dev,11,5,12,0
>35,No,PhD,1,Man,0,NotDev,24,16,9,1
<35,Yes,Master,1,Man,1,Dev,11,7,9,0
<35,No,NoHigherEd,1,Man,0,Dev,11,3,21,1
>35,No,Undergraduate,1,Woman,1,NotDev,29,10,7,0
>35,No,Master,1,Man,1,Dev,15,5,19,1
>35,No,Undergraduate,1,Man,0,Dev,12,10,19,1
<35,No,PhD,1,Man,0,Dev,9,4,28,1
<35,No,Undergraduate,1,Man,0,Dev,12,7,13,0
<35,No,NoHigherEd,1,Man,0,Dev,5,2,21,1
>35,No,Other,0,Man,0,Dev,25,15,8,0
>35,No,Undergraduate,1,Man,0,NotDev,5,5,3,0
<35,No,Undergraduate,1,Man,0,Dev,12,10,8,0
<35,No,Other,1,Man,0,Dev,2,1,25,1
<35,No,Undergraduate,1,Man,1,Dev,7,5,10,0
<35,No,NoHigherEd,1,Man,0,Dev,7,7,8,0
<35,No,Other,1,Man,0,Dev,17,7,12,0
>35,No,Master,1,Man,1,Dev,30,13,15,1
<35,No,Undergraduate,1,Man,0,Dev,4,0,19,1
<35,No,Undergraduate,1,Man,0,Dev,4,2,6,1
<35,No,Other,1,Man,0,Dev,15,10,25,0
>35,No,Master,0,Man,1,Dev,20,20,11,0
<35,No,PhD,0,Man,0,Dev,5,2,4,0
<35,No,Undergraduate,1,Man,0,Dev,12,10,21,1
>35,No,Other,0,Man,0,Dev,45,43,19,1
<35,No,Undergraduate,1,Man,0,Dev,15,10,29,1
<35,No,Master,1,Man,0,NotDev,6,0,5,0
>35,No,Undergraduate,1,Man,0,Dev,16,11,19,1
<35,No,Master,1,Man,0,Dev,7,3,16,1
<35,No,Master,1,Man,0,Dev,11,7,18,1
>35,No,Master,1,Man,0,Dev,26,20,19,0
<35,No,Master,1,Man,0,Dev,6,4,12,1
<35,No,Master,1,Man,0,Dev,10,10,18,1
<35,No,Undergraduate,1,Man,0,Dev,13,4,9,1
>35,No,NoHigherEd,1,Man,0,Dev,28,22,8,0
<35,No,Master,0,Man,0,Dev,15,10,24,1
<35,No,NoHigherEd,1,Man,0,Dev,20,5,13,1
>35,No,Other,1,Man,0,Dev,17,17,14,1
<35,No,Undergraduate,1,Man,0,Dev,5,2,20,1
>35,No,Other,1,Man,1,Dev,16,14,8,0
<35,No,Undergraduate,1,Woman,1,Dev,10,5,16,1
<35,No,Undergraduate,1,Man,1,Dev,9,5,7,0
<35,No,Master,1,Man,0,Dev,4,4,18,1
<35,No,Master,1,Man,0,Dev,16,11,14,1
>35,No,Master,1,Man,1,Dev,20,12,18,1
>35,No,Master,1,Man,0,Dev,28,21,5,0
<35,No,NoHigherEd,1,Man,0,Dev,16,13,36,1
<35,No,Other,1,Man,1,Dev,10,10,35,1
>35,No,Undergraduate,1,Man,0,Dev,23,22,16,0
>35,No,Master,1,Man,0,Dev,30,21,6,0
>35,No,Undergraduate,1,Man,0,Dev,22,18,6,0
>35,No,Undergraduate,0,Man,0,Dev,20,12,8,1
<35,No,Undergraduate,1,Man,0,Dev,12,8,6,0
>35,No,Undergraduate,1,Man,1,Dev,7,4,15,1
<35,No,Other,0,Man,0,Dev,5,4,10,0
<35,No,Master,1,Man,0,Dev,3,2,12,0
>35,No,PhD,1,Man,0,NotDev,34,24,13,1
>35,No,Master,1,Man,0,Dev,40,30,7,0
<35,No,Undergraduate,1,Man,0,Dev,12,9,18,1
<35,No,Undergraduate,0,Man,0,Dev,9,7,16,1
<35,No,Undergraduate,1,Man,1,Dev,9,1,4,0
<35,No,Other,1,Man,0,Dev,10,3,32,1
>35,No,Undergraduate,1,Man,1,Dev,23,16,15,0
<35,No,Other,1,Man,0,Dev,16,4,17,1
<35,No,Master,1,Man,0,Dev,6,3,6,0
>35,No,Undergraduate,1,Man,0,Dev,10,10,7,0
<35,No,Master,1,Man,0,Dev,20,9,14,1
<35,No,Other,0,Man,0,Dev,4,0,20,1
>35,No,Undergraduate,1,Man,0,Dev,40,30,19,1
<35,No,Master,1,Man,0,Dev,7,5,10,0
>35,No,Other,0,Man,0,Dev,2,1,11,1
>35,No,Other,1,Man,0,Dev,5,3,5,0
<35,No,Master,1,Man,0,Dev,9,4,8,1
<35,No,Undergraduate,1,Man,0,NotDev,20,10,21,1
>35,No,Master,0,Man,0,Dev,27,23,7,1
<35,No,Master,1,Woman,0,Dev,3,4,16,1
<35,No,Undergraduate,1,Man,0,Dev,15,7,14,1
<35,No,Undergraduate,1,Man,0,Dev,4,3,3,0
<35,No,Master,1,Man,0,Dev,10,4,12,1
>35,No,Other,0,Man,1,Dev,24,20,9,1
<35,No,NoHigherEd,1,Man,1,Dev,6,0,9,0
<35,No,Undergraduate,1,Woman,0,Dev,20,5,5,0
<35,No,Master,1,Man,0,Dev,13,5,12,1
<35,No,Master,1,Man,0,Dev,14,10,37,1
<35,No,Undergraduate,1,Man,0,Dev,10,4,13,0
<35,No,Undergraduate,1,Man,1,Dev,8,3,17,1
<35,No,NoHigherEd,1,Man,1,Dev,3,3,21,1
<35,No,Undergraduate,1,Man,0,Dev,16,11,17,1
<35,No,Undergraduate,1,Man,0,Dev,5,0,20,1
<35,No,Undergraduate,1,Man,0,Dev,8,7,8,0
<35,No,Undergraduate,1,Man,0,Dev,7,3,19,1
<35,No,PhD,1,Man,0,Dev,10,7,18,1
>35,No,Other,0,Man,0,Dev,10,5,19,1
>35,No,PhD,1,Man,0,NotDev,10,10,7,0
>35,No,Undergraduate,1,Man,0,Dev,21,16,5,0
>35,No,Undergraduate,1,Man,1,Dev,15,4,12,0
<35,No,Undergraduate,1,Man,0,Dev,4,0,10,0
<35,No,Master,1,Man,0,Dev,9,7,18,1
<35,No,Undergraduate,1,Man,0,Dev,10,8,14,1
<35,No,Master,1,Man,0,NotDev,12,2,10,0
<35,No,Undergraduate,1,Man,0,Dev,7,3,9,1
<35,No,Undergraduate,1,Man,0,NotDev,12,5,5,0
<35,No,Undergraduate,1,Man,0,Dev,10,7,27,1
<35,No,NoHigherEd,1,Man,0,Dev,10,7,9,0
<35,No,Undergraduate,1,Man,1,Dev,14,9,15,0
>35,No,Undergraduate,1,Man,1,NotDev,10,4,9,0
<35,No,Undergraduate,1,Man,0,Dev,3,2,11,0
<35,No,Undergraduate,0,Man,1,Dev,18,10,14,1
<35,No,PhD,1,Man,0,Dev,15,9,19,1
<35,No,NoHigherEd,1,Man,1,Dev,20,8,25,1
<35,No,Undergraduate,1,Man,0,Dev,1,1,6,0
<35,No,Undergraduate,1,Man,0,Dev,5,3,20,1
>35,No,Undergraduate,1,Man,0,Dev,20,15,10,0
>35,No,Other,1,Man,0,Dev,15,10,7,0
<35,No,Master,1,Man,0,Dev,13,9,6,0
>35,No,Master,1,Man,1,Dev,24,15,5,0
<35,No,Undergraduate,0,Man,1,Dev,8,3,13,0
<35,No,Undergraduate,1,Man,0,Dev,6,2,17,1
<35,No,Undergraduate,0,Man,0,Dev,6,3,21,1
<35,No,Undergraduate,1,Man,0,Dev,10,6,19,1
<35,No,Undergraduate,1,Man,1,Dev,3,3,23,1
<35,No,Undergraduate,1,Man,0,Dev,6,5,9,0
<35,No,Master,1,Man,0,Dev,11,6,9,0
<35,No,Undergraduate,1,Woman,1,Dev,5,0,9,0
<35,No,Master,1,Man,1,Dev,26,11,4,0
>35,No,Other,1,Man,0,Dev,16,13,26,1
>35,No,Undergraduate,1,Man,1,Dev,19,19,14,1
<35,No,Undergraduate,1,Man,1,Dev,15,10,21,1
>35,No,Other,1,Man,0,Dev,19,14,20,1
>35,No,NoHigherEd,1,Man,0,NotDev,0,0,15,1
<35,No,Undergraduate,1,Man,0,Dev,3,0,14,1
<35,No,Master,1,Man,0,Dev,8,3,15,1
<35,No,Undergraduate,1,Man,0,Dev,7,6,26,1
>35,No,Undergraduate,1,Man,0,Dev,10,7,10,1
<35,No,Undergraduate,1,Man,1,Dev,11,3,13,0
>35,No,Master,0,Man,0,Dev,20,17,29,1
<35,No,Master,1,Man,0,Dev,11,5,12,1
<35,No,Undergraduate,1,Man,0,Dev,7,1,9,0
>35,No,Undergraduate,0,Woman,1,NotDev,8,5,6,0
<35,No,Master,1,Man,0,Dev,17,10,7,1
>35,No,Undergraduate,1,Man,0,Dev,15,10,20,1
<35,No,Undergraduate,1,Man,0,Dev,15,10,20,1
<35,No,NoHigherEd,0,Man,0,Dev,3,1,6,0
>35,No,Undergraduate,1,Man,0,Dev,36,36,10,0
<35,No,Other,1,Man,0,Dev,2,2,4,0
<35,No,Master,1,Woman,0,Dev,12,5,12,1
>35,No,Undergraduate,1,Man,1,Dev,30,23,20,1
<35,No,NoHigherEd,1,Man,0,Dev,8,5,23,1
>35,No,Master,1,NonBinary,1,Dev,10,8,3,0
<35,No,Undergraduate,1,Man,1,Dev,6,1,10,1
<35,No,NoHigherEd,1,Man,0,Dev,8,6,43,1
<35,No,Master,1,Man,0,Dev,11,7,13,1
>35,No,Master,1,Man,0,Dev,30,26,18,0
>35,No,Other,1,Man,0,Dev,20,7,14,0
<35,No,Undergraduate,1,Man,1,Dev,12,8,16,1
<35,No,Master,1,Man,0,Dev,8,7,17,1
<35,No,Undergraduate,1,Man,0,Dev,14,10,10,0
<35,No,Master,1,Woman,1,Dev,7,4,21,1
<35,No,Undergraduate,1,Man,0,Dev,10,1,30,1
<35,No,Undergraduate,1,Man,0,Dev,8,6,10,1
<35,No,Undergraduate,1,Man,1,NotDev,8,2,15,0
<35,No,Undergraduate,1,Man,0,Dev,12,5,20,1
<35,No,Undergraduate,1,Man,1,Dev,10,8,10,1
>35,No,Undergraduate,1,Man,1,Dev,44,30,15,0
>35,No,Undergraduate,1,Man,1,Dev,25,20,18,1
<35,No,Master,1,Man,0,Dev,6,4,11,0
<35,No,Undergraduate,1,Woman,1,Dev,18,10,13,1
>35,No,Undergraduate,0,Man,0,Dev,37,35,7,0
<35,No,Undergraduate,1,Man,0,Dev,9,7,8,0
<35,No,Master,1,Man,0,Dev,9,9,13,1
<35,No,PhD,1,Man,0,NotDev,18,6,3,0
>35,No,Master,1,Man,0,Dev,20,15,10,1
<35,No,Undergraduate,1,Woman,1,NotDev,9,4,3,0
<35,No,Undergraduate,1,Man,0,NotDev,15,4,7,0
<35,No,Undergraduate,1,Man,1,Dev,9,2,10,1
<35,No,Undergraduate,1,Man,0,NotDev,5,5,8,0
<35,No,Other,1,Man,0,Dev,15,5,15,0
<35,No,Undergraduate,0,Man,0,Dev,13,10,4,0
<35,No,Master,1,Man,0,Dev,15,10,11,0
<35,No,Undergraduate,1,Woman,0,Dev,20,8,7,0
>35,No,NoHigherEd,0,Man,0,NotDev,15,14,20,0
<35,No,Undergraduate,1,Man,0,Dev,20,10,11,1
<35,No,Undergraduate,1,Man,0,Dev,5,2,18,0
>35,No,PhD,1,Man,0,Dev,38,29,11,0
>35,No,Undergraduate,1,Man,0,Dev,6,5,10,0
<35,No,Master,0,Man,0,Dev,12,0,5,0
>35,No,NoHigherEd,1,Man,1,Dev,22,20,16,1
<35,No,NoHigherEd,1,Man,0,Dev,13,10,13,1
>35,No,Other,1,Man,0,NotDev,21,0,11,0
>35,No,Undergraduate,1,Man,0,Dev,32,26,13,1
>35,No,Master,1,Woman,1,Dev,9,7,9,0
<35,No,Undergraduate,1,Man,0,Dev,1,4,6,0
<35,No,Undergraduate,1,Man,0,Dev,15,8,14,1
<35,Yes,Other,0,Man,1,Dev,9,1,8,0
<35,No,Master,1,Man,0,Dev,17,12,13,0
<35,No,Undergraduate,0,Man,0,Dev,4,2,32,1
>35,No,Other,0,Man,0,Dev,30,15,18,1
<35,No,Master,1,Man,0,Dev,13,7,33,1
<35,No,Undergraduate,0,Man,0,Dev,9,4,29,1
>35,No,Undergraduate,1,Man,1,Dev,34,23,11,0
>35,No,Master,1,Man,0,Dev,30,21,7,1
<35,No,Undergraduate,1,Man,0,Dev,4,4,15,1
<35,No,Undergraduate,1,Man,0,Dev,9,5,12,1
<35,No,Undergraduate,0,Man,0,Dev,14,6,19,1
>35,No,Other,1,Man,0,Dev,12,8,4,0
<35,Yes,Undergraduate,1,Man,0,Dev,14,8,13,1
<35,No,Other,1,Woman,0,Dev,5,0,9,0
>35,Yes,Undergraduate,1,Man,0,Dev,3,3,12,0
<35,No,Undergraduate,1,Man,0,Dev,5,4,11,1
<35,No,Master,1,Man,1,NotDev,10,5,3,0
<35,No,Master,1,Man,0,Dev,4,2,3,0
<35,No,Other,1,Woman,1,Dev,5,2,13,1
<35,No,Other,1,Man,0,Dev,4,0,25,1
<35,No,Master,1,Man,0,Dev,9,3,20,1
>35,No,Master,1,Man,1,Dev,26,15,13,1
<35,No,Master,1,Man,0,Dev,12,6,24,1
<35,No,Master,1,Man,1,Dev,10,5,14,1
<35,No,Undergraduate,1,Man,0,Dev,10,4,7,0
<35,No,Undergraduate,1,Man,0,Dev,7,3,16,1
<35,No,Master,1,Man,0,Dev,20,5,9,0
<35,No,Undergraduate,1,Man,1,Dev,12,5,22,1
<35,Yes,Undergraduate,1,Man,0,Dev,7,6,13,1
>35,No,Master,1,Man,0,Dev,20,15,13,0
<35,No,Master,1,Man,0,Dev,15,8,11,0
>35,No,Master,1,Man,0,Dev,16,10,4,0
<35,No,Other,1,Man,0,NotDev,5,2,11,1
>35,No,Master,1,Man,0,Dev,22,17,4,0
<35,No,Master,1,NonBinary,0,NotDev,8,4,15,0
>35,No,Other,1,NonBinary,1,Dev,16,12,7,0
<35,No,Undergraduate,1,Man,0,Dev,4,1,13,0
<35,No,Other,1,Man,1,Dev,3,4,14,1
<35,Yes,Master,1,Man,1,Dev,8,4,7,1
<35,No,Undergraduate,1,Man,0,Dev,9,3,9,0
>35,No,Undergraduate,1,Man,1,Dev,28,13,12,1
<35,No,Undergraduate,1,Woman,0,NotDev,12,10,15,1
>35,No,Other,1,Man,0,Dev,27,18,22,1
>35,No,Undergraduate,1,Man,0,Dev,33,19,13,1
>35,No,Undergraduate,0,Man,0,Dev,22,17,8,0
>35,No,Undergraduate,1,Man,0,Dev,27,21,12,1
<35,No,Master,1,Man,0,Dev,8,2,9,0
>35,No,Master,1,Man,0,Dev,17,17,24,1
<35,No,Undergraduate,1,Man,1,Dev,6,2,13,1
>35,No,NoHigherEd,0,Man,0,Dev,25,15,10,1
>35,No,Undergraduate,0,Man,0,Dev,42,40,12,1
<35,No,Other,1,Man,0,Dev,4,4,21,1
>35,No,Undergraduate,1,Man,0,Dev,25,25,10,0
<35,Yes,Master,1,Man,0,Dev,13,8,10,1
<35,No,Undergraduate,1,Man,0,Dev,8,7,10,0
<35,No,NoHigherEd,1,Man,0,Dev,8,5,33,1
<35,No,Master,1,Man,0,Dev,6,4,11,0
<35,No,Undergraduate,1,Man,0,Dev,6,6,19,1
<35,No,Undergraduate,1,Man,0,Dev,8,4,8,1
<35,No,Undergraduate,1,Man,0,Dev,8,5,11,0
>35,No,Master,1,Man,0,Dev,17,10,13,1
<35,No,Undergraduate,1,Man,0,Dev,10,7,15,0
<35,No,Master,1,Man,0,Dev,16,10,5,0
<35,No,Undergraduate,1,Man,0,Dev,4,2,6,0
<35,Yes,Undergraduate,1,Man,1,Dev,11,0,7,0
<35,No,Undergraduate,1,Man,0,Dev,9,5,9,0
<35,No,Undergraduate,0,Man,0,Dev,3,3,7,0
>35,No,Undergraduate,1,Man,0,Dev,17,12,11,1
<35,No,Undergraduate,1,Man,0,Dev,8,5,9,0
<35,No,Undergraduate,1,Man,0,Dev,5,1,8,1
<35,No,Undergraduate,1,Man,0,NotDev,13,10,25,1
<35,No,Undergraduate,0,Woman,0,Dev,2,0,24,1
<35,No,Undergraduate,1,Man,0,Dev,14,10,11,1
>35,No,Other,1,Man,0,Dev,10,10,14,1
<35,No,Undergraduate,1,Man,0,Dev,6,2,13,0
<35,No,Undergraduate,1,Man,0,Dev,6,2,12,0
>35,No,Undergraduate,1,Man,1,NotDev,28,26,27,1
>35,No,Other,1,Man,0,Dev,8,5,13,0
<35,No,Master,1,Man,0,Dev,10,4,8,0
>35,No,Undergraduate,1,Man,0,Dev,38,27,9,1
<35,No,Undergraduate,1,Man,0,Dev,12,8,11,1
>35,No,Master,1,Man,0,Dev,25,17,22,1
<35,No,Master,1,Man,0,Dev,14,7,28,1
>35,No,Master,1,Man,0,Dev,7,6,19,1
<35,No,Other,1,Man,0,Dev,7,3,15,1
<35,No,Undergraduate,0,Man,0,NotDev,4,0,2,0
<35,No,Undergraduate,1,Man,1,NotDev,5,2,22,1
<35,No,Other,1,Man,1,Dev,11,5,19,1
>35,No,Other,1,Man,1,Dev,18,13,9,0
<35,No,Undergraduate,1,Man,0,Dev,12,9,33,1
<35,No,Undergraduate,1,Man,1,Dev,7,0,19,1
>35,No,Undergraduate,1,Man,1,Dev,35,23,15,1
>35,No,Master,1,Man,0,Dev,25,25,10,1
>35,No,Master,1,Man,0,Dev,15,5,12,0
>35,No,Undergraduate,1,Man,0,Dev,27,15,12,0
<35,No,Undergraduate,1,Man,1,Dev,13,8,18,1
<35,No,Other,0,Woman,0,Dev,8,5,15,1
>35,No,Undergraduate,1,Man,0,Dev,25,20,23,1
<35,No,Undergraduate,1,Man,0,Dev,5,2,13,0
<35,No,Undergraduate,1,Woman,1,Dev,10,2,17,1
<35,No,Undergraduate,1,Man,1,Dev,6,3,16,1
>35,No,Undergraduate,1,Man,0,Dev,20,14,22,1
<35,No,Undergraduate,1,Man,0,Dev,8,6,15,1
>35,No,Master,1,Man,0,Dev,32,27,11,0
<35,No,Undergraduate,1,Man,0,Dev,8,4,13,0
<35,No,Master,1,Man,0,Dev,8,6,10,0
>35,No,PhD,0,Man,0,Dev,10,9,12,0
<35,No,PhD,1,Woman,1,Dev,26,7,15,0
>35,No,Master,1,Man,1,Dev,38,30,5,0
<35,No,Undergraduate,1,Man,0,Dev,5,4,6,0
>35,No,Undergraduate,1,Man,1,Dev,20,16,5,0
<35,No,Undergraduate,1,Man,0,Dev,9,7,13,1
<35,No,NoHigherEd,1,Man,0,Dev,3,3,24,1
