Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,ComputerSkills,Employed
>35,No,Undergraduate,1,Man,No,Dev,16,13,12,0
>35,No,Master,1,Man,No,Dev,17,12,36,1
<35,No,Master,1,NonBinary,No,Dev,3,3,11,0
<35,No,Master,1,Man,No,Dev,11,6,9,0
>35,No,Master,1,Man,No,Dev,20,13,14,1
<35,Yes,Undergraduate,1,Man,Yes,Dev,11,2,15,1
<35,No,Undergraduate,1,Man,No,Dev,10,7,12,1
<35,No,Master,1,Man,No,Dev,9,6,7,0
<35,No,Master,1,Man,No,Dev,10,7,10,0
<35,No,Other,0,Man,Yes,Dev,2,0,20,1
<35,No,Other,0,Man,No,Dev,6,3,21,1
>35,No,Master,1,Man,No,Dev,20,15,2,0
<35,No,Undergraduate,0,Man,No,Dev,5,2,14,0
>35,No,PhD,1,Man,Yes,NotDev,30,19,7,0
<35,No,Master,1,Man,No,Dev,11,3,3,0
<35,No,NoHigherEd,1,Man,Yes,Dev,15,10,13,0
<35,No,Undergraduate,1,Woman,Yes,Dev,7,6,15,1
>35,No,Master,1,Man,No,Dev,18,15,13,1
>35,No,Undergraduate,1,Man,No,Dev,26,26,17,1
<35,Yes,Undergraduate,1,Woman,Yes,Dev,18,5,15,1
>35,No,PhD,0,NonBinary,No,NotDev,19,13,24,1
>35,No,Undergraduate,1,Man,No,Dev,20,19,11,0
>35,No,Undergraduate,1,Man,No,Dev,34,34,13,0
<35,No,Undergraduate,1,Man,Yes,Dev,6,2,17,0
<35,No,Master,1,Man,Yes,Dev,10,8,14,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,11,5,0
<35,No,Master,1,NonBinary,Yes,Dev,18,10,10,0
<35,No,Master,1,Man,No,Dev,7,1,11,1
>35,No,Other,1,Man,No,Dev,17,15,11,0
>35,No,Other,1,Man,Yes,Dev,30,20,8,0
>35,No,Other,1,Woman,Yes,NotDev,5,5,3,0
>35,No,NoHigherEd,1,Man,No,Dev,26,20,8,0
<35,No,Other,1,Man,No,Dev,15,10,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,10,8,4,0
<35,No,Other,1,Man,No,Dev,5,2,11,0
<35,No,Undergraduate,1,Man,No,Dev,11,7,15,1
<35,No,Master,1,Man,No,Dev,14,6,12,1
>35,No,Other,1,Man,No,Dev,35,15,9,0
>35,No,Undergraduate,1,Man,No,Dev,21,16,4,0
<35,No,Other,1,Man,Yes,NotDev,9,0,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,10,3,8,1
>35,No,Undergraduate,1,Man,No,Dev,28,18,12,1
<35,No,Undergraduate,1,Man,No,Dev,10,5,13,1
<35,No,Undergraduate,1,Man,No,Dev,16,6,12,1
<35,No,Undergraduate,1,Man,Yes,Dev,2,0,7,0
<35,No,Undergraduate,1,Man,No,Dev,6,4,15,0
>35,No,Master,1,Man,No,Dev,18,13,11,0
<35,No,Undergraduate,1,NonBinary,No,Dev,18,8,16,1
<35,No,Other,1,Man,No,Dev,5,4,8,0
<35,No,Undergraduate,1,Man,No,Dev,6,3,9,0
<35,No,Undergraduate,1,Man,No,Dev,7,4,12,1
<35,No,Undergraduate,1,Man,No,Dev,6,1,6,1
<35,No,Master,1,Man,No,Dev,5,2,7,0
>35,No,Other,1,Man,No,Dev,35,35,8,1
>35,No,Undergraduate,1,Man,No,Dev,25,18,21,1
>35,No,Other,1,Man,Yes,Dev,35,25,15,0
<35,No,Undergraduate,1,Man,No,Dev,13,4,4,0
>35,No,Master,1,Man,No,Dev,22,15,10,1
>35,No,Undergraduate,1,Man,Yes,Dev,16,12,6,0
>35,No,Other,1,Man,No,Dev,25,20,12,0
<35,No,Undergraduate,0,Man,No,Dev,11,7,12,1
<35,No,NoHigherEd,0,Man,No,Dev,3,0,11,0
<35,No,Other,1,Man,Yes,Dev,11,10,7,1
>35,No,PhD,1,Man,No,Dev,20,9,15,0
<35,No,Master,1,Man,No,Dev,18,10,13,0
<35,No,Master,1,Man,No,Dev,16,7,8,0
>35,No,Master,0,Man,No,NotDev,3,0,25,1
<35,No,Undergraduate,1,Man,No,Dev,14,10,29,1
<35,No,Master,1,Man,Yes,NotDev,6,4,6,0
<35,No,Other,1,Man,No,Dev,7,6,19,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,10,18,1
<35,No,Undergraduate,1,Man,No,Dev,9,5,18,1
>35,No,Other,1,Man,No,Dev,33,30,14,1
<35,No,Master,0,Man,No,Dev,5,7,5,0
<35,No,Undergraduate,1,Man,No,Dev,7,6,13,0
<35,No,Undergraduate,1,Man,No,Dev,7,3,10,0
<35,No,Undergraduate,1,Man,No,NotDev,10,8,28,1
<35,No,Undergraduate,1,Man,Yes,Dev,10,3,17,1
<35,No,Undergraduate,1,Man,No,NotDev,11,5,14,1
>35,No,Other,1,Man,No,Dev,9,8,5,0
>35,No,Undergraduate,1,Man,Yes,Dev,41,27,8,0
<35,No,NoHigherEd,1,Man,No,Dev,5,5,6,0
<35,No,Other,1,Man,Yes,Dev,11,6,13,1
>35,No,Undergraduate,1,Man,Yes,Dev,25,25,21,1
>35,No,NoHigherEd,0,Man,No,NotDev,15,13,14,0
<35,No,Undergraduate,1,NonBinary,Yes,Dev,18,2,9,1
<35,No,Other,1,Man,No,Dev,9,5,5,0
<35,No,Other,1,Man,No,Dev,6,2,24,1
<35,No,Other,1,Man,No,NotDev,6,6,3,0
<35,No,Undergraduate,1,Man,Yes,Dev,12,2,11,0
>35,No,Master,1,Man,Yes,Dev,10,4,16,0
<35,No,Undergraduate,1,Man,No,Dev,10,2,16,1
>35,No,NoHigherEd,1,Man,No,Dev,20,20,28,1
<35,No,Undergraduate,0,Man,No,Dev,10,0,26,1
>35,No,Undergraduate,1,Man,No,Dev,30,23,13,1
>35,Yes,NoHigherEd,0,Man,Yes,Dev,25,14,22,1
>35,No,Other,1,Man,Yes,Dev,35,25,8,0
<35,No,NoHigherEd,1,Man,No,Dev,10,10,11,1
>35,No,Other,1,Man,No,Dev,20,12,11,0
<35,No,Undergraduate,1,Woman,No,Dev,15,13,9,1
<35,No,Undergraduate,1,Man,No,Dev,16,11,22,1
<35,No,Master,1,Man,No,Dev,5,3,15,0
<35,No,Undergraduate,1,Man,No,NotDev,6,3,24,1
<35,No,Undergraduate,1,Man,No,Dev,9,3,20,0
>35,No,Undergraduate,1,Man,No,Dev,25,20,21,1
>35,No,Undergraduate,1,Woman,No,Dev,35,27,10,1
<35,No,Undergraduate,1,Man,No,Dev,8,5,21,1
<35,No,Other,0,Man,No,Dev,8,5,21,1
>35,No,Undergraduate,1,Man,No,Dev,23,12,5,0
<35,No,Other,1,Man,No,Dev,7,6,9,0
>35,No,Undergraduate,1,Man,No,Dev,20,16,11,0
>35,No,Other,1,Man,Yes,Dev,23,20,9,0
>35,No,Master,1,Man,No,Dev,32,26,9,1
>35,No,Undergraduate,1,Man,No,Dev,21,21,21,1
<35,No,Undergraduate,1,Man,No,Dev,8,5,17,1
<35,No,Undergraduate,1,Man,Yes,Dev,3,1,9,0
>35,Yes,Master,1,Woman,Yes,Dev,5,5,12,0
>35,No,Undergraduate,1,Man,No,Dev,15,7,20,0
<35,No,Master,1,Man,Yes,Dev,7,5,8,0
>35,No,Master,1,Woman,Yes,Dev,15,10,6,0
<35,No,Other,1,Man,No,Dev,7,4,4,0
<35,No,Master,1,Man,No,Dev,9,4,6,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,4,11,0
>35,No,Undergraduate,1,Man,Yes,Dev,40,25,3,0
<35,No,Master,1,Man,No,Dev,13,6,19,1
<35,No,Undergraduate,1,Man,Yes,Dev,10,1,12,0
>35,No,Undergraduate,1,Man,No,Dev,9,9,15,1
<35,No,Master,1,Man,Yes,NotDev,7,3,20,1
>35,No,Master,1,Man,No,Dev,26,20,12,0
<35,No,Undergraduate,1,Man,No,Dev,12,2,17,1
>35,No,Other,1,Man,No,Dev,20,11,14,0
<35,No,Undergraduate,1,Man,No,Dev,12,5,12,1
<35,No,Undergraduate,1,Man,No,Dev,7,2,7,0
<35,No,Other,1,Man,No,Dev,10,2,10,0
>35,No,Master,1,Man,No,Dev,18,4,2,0
<35,No,Undergraduate,1,Man,No,Dev,11,1,19,1
<35,No,Master,0,Man,No,Dev,14,7,7,0
>35,No,Master,1,Man,No,NotDev,24,24,2,0
>35,No,Undergraduate,0,Man,No,Dev,32,22,21,1
<35,No,Undergraduate,1,Man,No,Dev,8,3,15,1
<35,No,Undergraduate,1,Man,Yes,Dev,3,1,10,0
<35,No,Master,1,Man,No,Dev,15,9,13,0
<35,No,Master,1,Man,No,Dev,10,5,25,1
<35,No,NoHigherEd,0,Man,No,NotDev,3,3,14,1
<35,No,Other,1,Man,Yes,Dev,3,2,11,0
>35,No,Other,1,Man,No,Dev,6,6,7,0
<35,No,Master,1,Man,Yes,Dev,3,2,11,0
>35,No,Undergraduate,1,Woman,Yes,Dev,28,17,18,1
<35,No,Undergraduate,1,Man,No,Dev,5,3,19,1
>35,No,PhD,1,Man,No,NotDev,10,3,9,0
>35,No,Undergraduate,1,Man,No,Dev,14,10,8,0
<35,No,Master,1,Man,No,Dev,16,9,18,1
>35,No,Undergraduate,0,Man,No,Dev,15,15,21,1
>35,No,PhD,1,Man,No,Dev,22,15,10,0
>35,No,Undergraduate,1,Man,No,Dev,25,21,20,1
<35,No,Master,1,Man,No,Dev,13,11,17,1
>35,Yes,Undergraduate,1,Man,Yes,Dev,23,20,24,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,10,15,1
<35,No,Master,1,Man,No,Dev,22,8,17,1
<35,No,Undergraduate,1,Man,Yes,Dev,10,5,4,0
<35,No,Undergraduate,1,Man,No,Dev,13,7,11,0
<35,No,Other,1,Man,No,Dev,9,6,9,0
<35,No,Other,1,Man,No,Dev,10,7,20,0
>35,No,Undergraduate,1,Man,No,Dev,10,8,23,1
<35,No,Undergraduate,1,Man,No,Dev,15,9,15,1
<35,No,Undergraduate,1,Man,No,Dev,6,5,16,1
<35,No,Other,1,Man,Yes,Dev,10,4,28,1
<35,No,Undergraduate,1,Man,No,Dev,10,4,4,0
>35,No,Other,1,Man,Yes,Dev,20,18,15,0
>35,No,Other,0,Man,No,Dev,20,12,18,1
<35,No,Undergraduate,1,Man,No,Dev,11,4,7,0
<35,No,Other,1,Man,No,Dev,11,8,10,0
>35,No,Undergraduate,0,Man,Yes,Dev,16,13,17,1
<35,No,NoHigherEd,1,Man,No,Dev,9,0,13,1
<35,No,Undergraduate,1,Man,No,Dev,8,3,10,0
>35,No,Undergraduate,1,Man,No,Dev,35,25,10,1
<35,No,Master,1,Man,No,NotDev,10,6,6,0
>35,No,Undergraduate,1,Man,No,Dev,8,5,33,1
<35,No,Undergraduate,1,Man,No,Dev,14,10,20,1
>35,No,Undergraduate,1,Man,No,Dev,20,11,20,0
<35,No,Master,1,Man,No,NotDev,9,8,14,0
<35,No,Master,1,Man,No,Dev,11,6,10,0
>35,No,Undergraduate,1,Man,Yes,Dev,33,20,18,1
<35,No,NoHigherEd,1,Man,No,Dev,7,1,21,1
>35,No,Undergraduate,1,Man,No,Dev,20,13,16,1
>35,No,Other,1,Man,No,Dev,20,20,8,0
>35,No,Master,1,Man,No,NotDev,40,35,11,0
<35,No,Undergraduate,1,Man,No,Dev,14,10,4,0
<35,No,NoHigherEd,1,Man,Yes,Dev,14,10,7,0
<35,No,Undergraduate,1,Man,No,Dev,11,9,17,1
<35,No,Other,0,Man,No,Dev,15,8,11,1
>35,No,Undergraduate,1,Man,Yes,NotDev,24,11,16,0
>35,No,Master,1,Man,No,Dev,7,5,14,0
>35,No,Other,1,Man,No,NotDev,3,3,2,0
<35,No,NoHigherEd,1,Man,No,Dev,13,9,28,1
<35,No,Master,1,Man,No,Dev,15,10,19,1
>35,No,Undergraduate,1,Man,No,Dev,16,13,9,0
>35,Yes,PhD,1,Man,No,Dev,24,22,9,0
>35,No,Undergraduate,1,Woman,Yes,Dev,4,4,5,0
>35,No,Master,1,Man,No,Dev,12,8,6,0
<35,No,Undergraduate,1,Man,No,Dev,12,10,11,0
<35,No,Other,1,Man,Yes,Dev,3,2,24,1
>35,No,Other,0,Man,No,Dev,40,24,10,1
<35,No,Undergraduate,1,Man,No,Dev,10,5,16,0
<35,No,Other,0,Man,No,Dev,7,2,26,1
<35,No,Master,1,Man,No,Dev,15,10,23,0
>35,No,Master,1,Man,No,Dev,21,17,17,0
>35,No,Undergraduate,1,Man,No,Dev,44,36,25,1
>35,No,Other,1,Man,No,Dev,23,16,11,1
<35,No,Undergraduate,0,Man,Yes,Dev,3,0,28,1
<35,No,Undergraduate,1,Man,Yes,Dev,5,4,9,0
<35,No,Master,1,Man,No,NotDev,9,2,8,0
<35,No,Undergraduate,1,Man,Yes,Dev,6,2,11,0
>35,No,Master,1,Man,No,Dev,33,24,3,0
<35,No,Undergraduate,1,Man,No,Dev,2,1,15,1
<35,No,Undergraduate,1,Woman,Yes,Dev,10,3,5,0
<35,No,PhD,1,Man,No,Dev,15,6,5,0
>35,No,NoHigherEd,1,Man,No,Dev,25,17,18,1
>35,No,Undergraduate,0,Man,No,Dev,21,21,18,0
<35,No,Master,1,Man,No,Dev,16,8,16,1
<35,No,Master,1,Man,No,Dev,7,5,8,0
<35,No,Master,1,Man,Yes,Dev,3,3,7,0
<35,No,Undergraduate,1,Man,No,Dev,12,11,16,1
>35,No,Other,1,Man,No,Dev,7,5,13,1
<35,No,Undergraduate,1,Man,No,Dev,8,3,23,1
<35,No,Undergraduate,1,Man,Yes,Dev,7,3,15,1
<35,No,Undergraduate,1,Man,No,Dev,5,1,7,0
<35,No,Undergraduate,1,Man,No,Dev,6,3,17,1
>35,Yes,Other,1,Man,No,Dev,37,21,15,0
<35,No,Other,1,Man,No,Dev,4,2,10,1
<35,No,Undergraduate,1,Man,No,Dev,6,3,17,0
>35,No,Master,1,Man,No,Dev,11,5,24,1
<35,No,Undergraduate,1,Man,No,Dev,9,5,24,1
<35,No,Master,1,Man,No,Dev,6,3,27,1
<35,No,Master,1,Man,No,Dev,11,6,8,0
>35,No,Undergraduate,1,Man,No,Dev,30,22,21,1
<35,No,Undergraduate,1,Man,No,Dev,15,8,16,1
<35,No,Other,0,Man,No,Dev,6,1,18,1
<35,No,Undergraduate,1,Man,No,Dev,11,2,15,1
<35,No,NoHigherEd,1,Man,No,Dev,4,2,17,1
<35,No,Undergraduate,1,Woman,No,Dev,6,4,7,1
>35,No,Undergraduate,1,Man,No,Dev,8,7,22,0
<35,No,Master,1,Man,No,Dev,15,10,21,1
>35,No,Undergraduate,1,Man,No,Dev,21,20,9,1
>35,No,Undergraduate,1,NonBinary,No,Dev,35,16,24,1
<35,No,Other,1,Man,Yes,Dev,3,1,9,0
<35,No,NoHigherEd,1,Man,No,Dev,10,8,10,1
>35,No,Undergraduate,1,Man,No,Dev,30,25,24,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,11,8,1
>35,Yes,Other,1,Man,Yes,Dev,26,17,19,0
>35,No,Master,1,Man,No,Dev,10,7,3,0
>35,No,PhD,1,Man,No,NotDev,20,12,3,0
<35,No,Undergraduate,1,NonBinary,Yes,Dev,10,5,13,0
>35,No,Undergraduate,1,Man,No,Dev,7,1,10,0
>35,No,Other,1,Man,No,NotDev,30,26,5,0
<35,No,Undergraduate,1,Man,No,Dev,7,5,11,1
>35,No,Undergraduate,1,Man,Yes,Dev,35,20,11,1
<35,No,Undergraduate,1,Man,No,Dev,9,6,18,0
>35,No,Master,1,Man,No,Dev,29,22,12,0
<35,No,Undergraduate,0,Man,No,Dev,7,3,5,0
>35,No,Master,1,Man,Yes,Dev,23,10,9,0
<35,No,Other,1,Man,Yes,Dev,5,2,8,0
<35,No,Undergraduate,1,Woman,No,Dev,21,8,8,0
>35,No,Master,1,Man,No,NotDev,20,17,9,0
<35,No,NoHigherEd,0,Man,Yes,Dev,1,0,18,1
>35,No,Undergraduate,1,Man,No,Dev,20,15,21,1
<35,No,Undergraduate,1,Man,Yes,Dev,13,13,16,0
>35,No,Other,1,NonBinary,No,Dev,41,32,5,0
>35,No,Master,1,Man,No,Dev,20,14,25,1
<35,No,Undergraduate,1,Man,No,Dev,8,5,22,1
<35,No,Undergraduate,1,Man,No,Dev,6,1,14,0
<35,No,Undergraduate,1,Man,Yes,Dev,3,6,11,1
>35,No,Undergraduate,1,Man,No,Dev,15,15,9,0
>35,No,PhD,1,Man,No,NotDev,40,30,8,0
>35,No,PhD,1,Man,No,Dev,27,9,9,0
<35,No,Undergraduate,1,Man,No,Dev,15,10,18,1
<35,No,Master,1,Man,No,Dev,12,6,22,1
<35,No,Undergraduate,0,Man,No,Dev,5,3,17,0
<35,No,Undergraduate,1,Man,No,Dev,7,2,12,0
<35,No,Undergraduate,1,Woman,No,Dev,8,8,12,0
>35,No,Master,1,Man,Yes,Dev,32,20,9,1
>35,Yes,PhD,0,Man,No,Dev,25,10,9,0
>35,No,Undergraduate,1,Man,No,NotDev,8,8,10,0
<35,No,Other,1,Man,No,Dev,18,13,11,1
>35,No,Undergraduate,0,Man,Yes,Dev,38,22,16,1
>35,No,Undergraduate,1,Man,No,Dev,22,22,24,0
>35,No,Undergraduate,1,Man,No,Dev,25,18,15,1
>35,No,Undergraduate,1,Man,No,Dev,20,15,17,1
<35,No,Undergraduate,1,Man,No,NotDev,17,8,10,0
<35,No,Undergraduate,1,Man,No,Dev,5,0,12,0
<35,No,Undergraduate,1,Man,Yes,Dev,11,12,6,0
<35,No,Undergraduate,1,Man,No,Dev,14,9,16,0
>35,No,Undergraduate,0,Man,No,Dev,28,20,21,1
<35,Yes,NoHigherEd,0,Man,No,Dev,8,6,15,0
>35,No,Undergraduate,1,Man,Yes,Dev,24,23,9,0
>35,No,Master,0,Man,No,Dev,19,11,4,0
<35,No,Undergraduate,1,Man,No,Dev,15,11,14,0
<35,No,NoHigherEd,0,Man,No,Dev,4,2,15,1
>35,Yes,Other,0,Man,No,Dev,9,5,10,0
<35,No,Undergraduate,1,Man,No,Dev,9,6,19,1
<35,No,Undergraduate,1,Man,Yes,Dev,11,4,18,1
<35,No,PhD,1,Man,No,Dev,11,8,13,1
<35,No,NoHigherEd,1,NonBinary,Yes,Dev,10,7,17,0
<35,No,Master,1,Man,No,Dev,3,1,12,1
>35,No,Master,1,Man,No,Dev,25,19,9,0
<35,No,PhD,1,Man,No,Dev,14,6,4,0
>35,Yes,Other,1,Man,No,Dev,20,7,29,1
>35,No,Other,0,Man,No,Dev,20,17,33,1
>35,No,Undergraduate,1,NonBinary,Yes,Dev,21,14,12,1
>35,No,Other,1,Man,No,Dev,26,21,12,0
>35,No,PhD,1,Man,No,Dev,30,25,12,1
>35,No,Other,1,Man,No,Dev,25,22,10,0
>35,No,Undergraduate,1,Man,No,Dev,3,2,13,1
>35,No,Undergraduate,1,Man,No,Dev,22,8,4,0
<35,No,Other,1,Man,No,Dev,8,8,30,1
<35,No,Undergraduate,1,Man,No,Dev,12,10,12,0
<35,No,Other,1,Man,Yes,Dev,15,3,17,0
<35,No,Undergraduate,1,Man,No,Dev,7,3,18,0
<35,No,Undergraduate,1,Man,No,Dev,16,5,17,0
>35,Yes,Undergraduate,0,Man,Yes,Dev,40,25,20,1
>35,No,Other,1,Man,No,NotDev,20,15,19,1
<35,No,NoHigherEd,1,Man,Yes,Dev,4,3,7,0
>35,No,Undergraduate,1,Man,No,Dev,37,20,19,1
>35,No,Other,0,Man,Yes,Dev,25,15,18,0
>35,No,Other,1,Man,No,NotDev,36,30,2,0
<35,No,Undergraduate,1,Man,Yes,Dev,18,10,13,1
>35,No,Undergraduate,1,Man,Yes,Dev,23,14,17,1
<35,No,Other,1,Man,No,Dev,6,4,20,1
<35,No,Master,1,Man,Yes,Dev,15,3,7,0
>35,No,Other,1,Man,No,Dev,30,25,10,0
>35,No,Undergraduate,1,Man,No,Dev,22,17,23,1
>35,No,Undergraduate,1,Man,Yes,Dev,28,24,21,0
>35,No,Other,1,Man,No,Dev,30,28,9,0
<35,No,Undergraduate,0,Man,No,Dev,15,11,18,0
<35,No,Undergraduate,1,Man,No,Dev,7,5,11,1
>35,No,Other,1,Man,No,Dev,9,8,9,0
<35,No,Other,0,Man,No,Dev,5,2,11,1
>35,No,Undergraduate,1,Man,No,Dev,26,22,13,0
<35,No,Master,0,Man,No,Dev,7,3,20,1
<35,No,Undergraduate,1,Man,No,Dev,18,12,12,0
<35,No,Undergraduate,0,Man,Yes,Dev,10,6,9,0
>35,No,Other,0,Man,No,NotDev,10,10,17,1
<35,No,Master,1,Man,No,Dev,4,1,5,0
<35,No,Master,1,Man,No,Dev,6,5,12,0
<35,No,Undergraduate,0,Man,No,NotDev,5,2,12,0
<35,No,Undergraduate,0,Man,Yes,Dev,9,7,18,0
<35,No,Undergraduate,0,Man,No,Dev,4,3,8,0
<35,No,Undergraduate,1,Man,No,Dev,7,3,11,0
>35,No,Other,1,Man,No,Dev,35,32,12,1
>35,No,PhD,1,Man,No,Dev,12,12,8,0
>35,No,Other,1,Man,No,Dev,20,14,13,0
<35,No,Master,1,Man,No,Dev,11,4,11,1
>35,No,Other,1,Man,No,Dev,27,24,35,1
>35,No,Master,1,Man,No,Dev,15,13,8,1
>35,No,Undergraduate,1,Man,Yes,Dev,17,14,14,0
>35,No,Other,0,Man,Yes,Dev,5,5,16,0
>35,No,Other,1,Man,No,Dev,34,25,6,0
<35,No,Master,1,Man,No,Dev,23,22,22,1
<35,No,Undergraduate,1,Man,No,Dev,14,9,18,0
<35,No,Master,1,Man,Yes,Dev,6,4,6,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,6,18,1
<35,No,Undergraduate,1,Man,No,Dev,18,10,10,0
>35,No,Undergraduate,1,Man,No,Dev,4,3,12,0
>35,No,NoHigherEd,1,Man,No,Dev,16,16,15,1
>35,No,Other,1,Man,Yes,NotDev,33,18,0,0
>35,No,Undergraduate,1,Man,No,Dev,22,22,13,1
>35,No,Master,1,Man,No,Dev,20,9,4,0
<35,No,Other,1,Man,No,Dev,12,3,9,0
<35,No,Other,1,Man,No,Dev,15,7,22,1
<35,No,Other,1,Man,Yes,Dev,4,2,16,1
>35,No,Master,1,Man,No,Dev,30,20,10,1
<35,No,Undergraduate,1,Man,No,Dev,9,4,9,0
<35,No,Other,1,Man,No,Dev,5,1,25,1
<35,No,Undergraduate,1,Man,No,Dev,13,10,18,1
<35,No,Undergraduate,1,Man,Yes,Dev,12,10,13,0
<35,No,Master,0,Man,No,Dev,4,1,14,0
<35,No,Undergraduate,1,Man,No,Dev,4,2,12,1
>35,No,Undergraduate,1,Man,No,Dev,18,14,10,1
>35,No,Undergraduate,1,Man,No,Dev,13,10,13,0
<35,No,Master,1,Woman,No,Dev,8,3,7,0
<35,No,Undergraduate,0,Man,No,Dev,16,7,13,1
>35,No,Undergraduate,0,Man,No,Dev,23,19,13,1
<35,Yes,Undergraduate,1,Man,No,NotDev,3,3,20,1
<35,No,Undergraduate,1,Man,No,Dev,12,6,19,1
>35,No,Undergraduate,1,Man,No,Dev,15,12,10,0
>35,No,Other,0,Man,Yes,Dev,25,0,14,1
>35,No,Undergraduate,1,Man,No,Dev,5,5,4,0
>35,Yes,Master,0,Man,Yes,NotDev,4,3,2,0
>35,No,Master,1,Man,No,Dev,20,14,17,1
<35,No,Undergraduate,1,Man,Yes,Dev,4,1,11,0
<35,No,Undergraduate,1,Man,No,Dev,10,3,28,1
<35,No,Other,1,Man,No,Dev,6,5,15,0
<35,No,NoHigherEd,1,Man,No,Dev,6,0,10,0
>35,No,Master,0,Man,No,NotDev,19,7,11,0
<35,Yes,Other,1,Man,No,Dev,6,4,19,1
<35,No,Undergraduate,1,Man,No,Dev,11,8,12,0
>35,No,Undergraduate,1,Man,No,NotDev,11,7,16,0
<35,No,Undergraduate,1,Man,No,Dev,6,2,15,1
<35,No,Undergraduate,1,Man,Yes,Dev,4,8,12,0
<35,No,Undergraduate,1,Man,No,NotDev,4,0,10,0
<35,No,Master,1,Man,No,Dev,11,4,10,0
>35,No,Undergraduate,1,Man,Yes,Dev,23,15,17,1
<35,No,Undergraduate,1,Man,No,Dev,8,3,17,1
<35,No,Undergraduate,1,Man,No,Dev,12,5,25,1
<35,No,NoHigherEd,0,Man,Yes,NotDev,7,3,31,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,3,9,0
<35,No,Master,1,Man,No,Dev,10,4,12,1
<35,No,Undergraduate,1,Man,No,Dev,10,7,11,0
<35,No,Undergraduate,1,Man,Yes,NotDev,7,4,8,0
<35,No,Other,1,Man,Yes,Dev,12,2,13,1
<35,No,Undergraduate,1,Man,No,Dev,7,3,2,0
<35,No,Undergraduate,1,Man,No,Dev,5,2,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,13,8,16,1
<35,No,Undergraduate,1,Man,Yes,Dev,10,5,15,1
<35,No,Other,1,Man,No,Dev,22,16,11,1
>35,No,Undergraduate,1,Man,Yes,Dev,35,33,14,1
<35,No,Undergraduate,0,Man,No,NotDev,9,3,4,0
<35,No,Undergraduate,0,Man,No,Dev,12,6,10,0
<35,No,Undergraduate,1,NonBinary,Yes,Dev,10,6,16,0
>35,No,Undergraduate,1,Man,No,Dev,22,17,18,1
<35,No,Master,0,Man,No,Dev,15,7,13,0
>35,No,Master,1,Man,No,Dev,26,18,23,1
>35,No,Undergraduate,1,Man,Yes,Dev,27,15,15,1
>35,Yes,Other,1,Man,Yes,Dev,15,12,6,0
<35,No,Undergraduate,1,Man,No,Dev,9,5,19,1
<35,No,Other,1,Man,Yes,Dev,29,10,24,1
>35,No,Other,0,Man,No,Dev,25,25,14,1
<35,No,Undergraduate,1,Man,No,Dev,5,2,8,0
>35,No,Undergraduate,1,Man,Yes,Dev,23,20,21,1
<35,No,Undergraduate,1,Man,Yes,Dev,20,11,28,1
<35,Yes,Master,0,Man,Yes,Dev,4,4,5,0
<35,No,Other,1,Man,No,Dev,8,5,21,1
>35,No,Undergraduate,1,Man,No,Dev,4,4,13,0
>35,No,Other,1,Man,No,Dev,27,25,13,0
>35,No,Other,1,Man,No,Dev,5,10,22,1
<35,No,NoHigherEd,1,Man,Yes,Dev,16,10,17,1
>35,No,Undergraduate,1,Man,No,Dev,26,19,9,1
<35,No,Master,1,Man,No,Dev,11,7,19,1
>35,No,Undergraduate,1,Man,No,Dev,15,12,15,0
<35,No,NoHigherEd,1,Man,No,Dev,7,4,10,0
<35,No,Other,1,Man,Yes,Dev,10,2,16,0
<35,No,Undergraduate,1,Man,No,Dev,5,2,24,1
<35,No,Other,1,Man,No,NotDev,6,5,4,0
<35,No,Undergraduate,1,Man,No,Dev,7,1,13,0
<35,No,Undergraduate,0,Man,No,Dev,4,3,20,1
<35,No,Master,1,Man,Yes,Dev,4,3,9,0
<35,No,Undergraduate,1,Man,No,Dev,10,4,15,1
>35,No,Undergraduate,1,Man,No,Dev,35,25,9,0
<35,No,Undergraduate,1,Man,No,Dev,8,5,7,0
>35,No,Master,1,Man,No,Dev,25,15,39,1
>35,No,Undergraduate,0,Woman,Yes,NotDev,10,4,16,0
>35,No,PhD,1,Woman,No,NotDev,24,5,4,0
>35,No,Master,1,Man,No,Dev,16,12,30,1
<35,No,Other,1,Woman,Yes,Dev,6,2,13,0
<35,No,NoHigherEd,1,Man,No,Dev,15,12,22,1
<35,No,Undergraduate,1,Man,No,NotDev,7,5,12,0
>35,No,Undergraduate,1,Man,Yes,Dev,23,20,18,0
>35,No,Undergraduate,1,Man,No,Dev,28,22,8,0
>35,No,Undergraduate,0,Man,No,Dev,16,14,10,0
>35,No,NoHigherEd,0,Man,No,Dev,36,11,45,1
>35,No,Undergraduate,1,Man,Yes,Dev,35,15,19,1
<35,No,Undergraduate,1,Man,No,Dev,4,2,13,0
