Age,Education,EducationYears,MaritalStatus,Occupation,Race,Gender,CapitalGain,CapitalLoss,HoursPerWeek,Income
42.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,24.0,<=50K
55.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,45.0,>50K
20.0,HS-grad,9.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,20.0,<=50K
23.0,Some-college,10.0,Never-married,Transport-moving,White,Male,4101.0,0.0,40.0,<=50K
18.0,10th,6.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,27.0,<=50K
25.0,Bachelors,13.0,Never-married,Tech-support,White,Male,0.0,0.0,45.0,<=50K
33.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
39.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,50.0,>50K
42.0,Some-college,10.0,Divorced,Exec-managerial,White,Male,0.0,1408.0,40.0,<=50K
55.0,Masters,14.0,Married-civ-spouse,Tech-support,White,Male,0.0,0.0,20.0,>50K
50.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,White,Male,0.0,0.0,40.0,>50K
28.0,HS-grad,9.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,48.0,<=50K
31.0,HS-grad,9.0,Divorced,Adm-clerical,White,Female,0.0,0.0,38.0,<=50K
31.0,HS-grad,9.0,Separated,Handlers-cleaners,White,Female,0.0,0.0,40.0,<=50K
31.0,HS-grad,9.0,Divorced,Other-service,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,<=50K
47.0,HS-grad,9.0,Divorced,Sales,White,Female,0.0,0.0,45.0,<=50K
32.0,Masters,14.0,Never-married,Prof-specialty,White,Male,0.0,0.0,10.0,<=50K
46.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,White,Female,0.0,0.0,52.0,>50K
28.0,Some-college,10.0,Never-married,Exec-managerial,Black,Female,0.0,0.0,45.0,<=50K
56.0,Some-college,10.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,45.0,>50K
53.0,1st-4th,2.0,Divorced,Other-service,Black,Female,0.0,0.0,40.0,<=50K
19.0,Some-college,10.0,Never-married,Other-service,White,Female,0.0,0.0,25.0,<=50K
34.0,HS-grad,9.0,Separated,Adm-clerical,White,Female,0.0,0.0,35.0,<=50K
44.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Female,0.0,0.0,20.0,<=50K
30.0,HS-grad,9.0,Never-married,Priv-house-serv,White,Female,0.0,0.0,40.0,<=50K
27.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,60.0,<=50K
29.0,Bachelors,13.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
56.0,HS-grad,9.0,Never-married,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
63.0,HS-grad,9.0,Divorced,Exec-managerial,White,Female,0.0,0.0,40.0,<=50K
59.0,Bachelors,13.0,Divorced,Sales,White,Male,0.0,0.0,55.0,>50K
25.0,Some-college,10.0,Never-married,Adm-clerical,Black,Female,0.0,0.0,35.0,<=50K
51.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,50.0,>50K
46.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
50.0,11th,7.0,Never-married,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
24.0,HS-grad,9.0,Never-married,Other-service,Amer-Indian-Eskimo,Male,0.0,0.0,35.0,<=50K
24.0,HS-grad,9.0,Never-married,Sales,White,Male,0.0,0.0,45.0,<=50K
23.0,HS-grad,9.0,Never-married,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
36.0,Masters,14.0,Married-civ-spouse,Sales,White,Male,0.0,1977.0,50.0,>50K
23.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
45.0,Prof-school,15.0,Never-married,Prof-specialty,White,Male,0.0,0.0,40.0,>50K
62.0,Masters,14.0,Married-civ-spouse,Adm-clerical,White,Male,0.0,0.0,40.0,>50K
17.0,10th,6.0,Never-married,Sales,White,Female,0.0,0.0,12.0,<=50K
25.0,Bachelors,13.0,Never-married,Exec-managerial,White,Male,0.0,0.0,40.0,<=50K
38.0,Some-college,10.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
57.0,HS-grad,9.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
24.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,White,Male,2635.0,0.0,38.0,<=50K
26.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,0.0,40.0,>50K
31.0,HS-grad,9.0,Divorced,Machine-op-inspct,White,Female,0.0,0.0,40.0,<=50K
53.0,HS-grad,9.0,Married-civ-spouse,Tech-support,White,Male,0.0,0.0,40.0,>50K
41.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Other,Male,0.0,0.0,40.0,<=50K
49.0,Some-college,10.0,Divorced,Other-service,White,Female,0.0,0.0,40.0,<=50K
30.0,HS-grad,9.0,Never-married,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
20.0,Some-college,10.0,Divorced,Other-service,White,Female,0.0,0.0,29.0,<=50K
40.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,44.0,>50K
53.0,HS-grad,9.0,Married-civ-spouse,Other-service,Black,Male,4386.0,0.0,30.0,>50K
22.0,HS-grad,9.0,Never-married,Other-service,White,Female,0.0,0.0,40.0,<=50K
37.0,HS-grad,9.0,Divorced,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
17.0,10th,6.0,Never-married,Farming-fishing,White,Male,0.0,0.0,40.0,<=50K
33.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,White,Male,0.0,0.0,42.0,>50K
21.0,Assoc-acdm,12.0,Never-married,Sales,White,Male,0.0,0.0,40.0,<=50K
33.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Female,0.0,0.0,40.0,>50K
27.0,Some-college,10.0,Never-married,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
45.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,40.0,>50K
51.0,HS-grad,9.0,Divorced,Other-service,White,Female,0.0,0.0,40.0,<=50K
18.0,HS-grad,9.0,Never-married,Handlers-cleaners,Black,Male,0.0,0.0,40.0,<=50K
42.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Female,0.0,0.0,55.0,<=50K
46.0,Bachelors,13.0,Divorced,Prof-specialty,White,Male,0.0,0.0,45.0,>50K
28.0,Masters,14.0,Never-married,Prof-specialty,White,Male,0.0,0.0,40.0,<=50K
37.0,HS-grad,9.0,Divorced,Other-service,White,Female,0.0,0.0,50.0,<=50K
48.0,Prof-school,15.0,Married-civ-spouse,Tech-support,White,Male,0.0,1977.0,40.0,>50K
58.0,Some-college,10.0,Never-married,Transport-moving,White,Male,0.0,0.0,20.0,<=50K
80.0,Some-college,10.0,Never-married,Prof-specialty,White,Male,0.0,1816.0,60.0,<=50K
56.0,HS-grad,9.0,Separated,Craft-repair,White,Female,0.0,0.0,40.0,<=50K
36.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,2885.0,0.0,40.0,<=50K
22.0,Some-college,10.0,Never-married,Adm-clerical,Other,Male,0.0,0.0,20.0,<=50K
38.0,Some-college,10.0,Never-married,Sales,Black,Female,0.0,0.0,40.0,<=50K
53.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,55.0,>50K
56.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,40.0,>50K
26.0,HS-grad,9.0,Never-married,Adm-clerical,White,Male,0.0,0.0,40.0,<=50K
37.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,White,Male,0.0,0.0,50.0,<=50K
24.0,Assoc-acdm,12.0,Never-married,Sales,Black,Male,0.0,0.0,40.0,<=50K
19.0,Some-college,10.0,Never-married,Prof-specialty,White,Male,0.0,0.0,32.0,<=50K
70.0,Some-college,10.0,Married-civ-spouse,Tech-support,White,Male,0.0,0.0,20.0,<=50K
34.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Black,Male,0.0,0.0,40.0,>50K
46.0,Masters,14.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,2392.0,50.0,>50K
52.0,HS-grad,9.0,Separated,Other-service,White,Female,0.0,0.0,35.0,<=50K
50.0,HS-grad,9.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,65.0,>50K
49.0,Preschool,1.0,Married-civ-spouse,Other-service,White,Male,0.0,0.0,40.0,<=50K
74.0,HS-grad,9.0,Married-civ-spouse,Other-service,White,Male,0.0,0.0,30.0,<=50K
29.0,Bachelors,13.0,Married-civ-spouse,Other-service,White,Male,7298.0,0.0,42.0,>50K
38.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,70.0,>50K
40.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,White,Female,0.0,0.0,17.0,>50K
55.0,Some-college,10.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,84.0,<=50K
20.0,5th-6th,3.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
28.0,HS-grad,9.0,Never-married,Transport-moving,White,Male,0.0,0.0,55.0,<=50K
20.0,Some-college,10.0,Never-married,Sales,Asian-Pac-Islander,Male,0.0,0.0,30.0,<=50K
28.0,Some-college,10.0,Never-married,Craft-repair,White,Male,0.0,0.0,50.0,<=50K
44.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,White,Male,0.0,0.0,40.0,<=50K
28.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,White,Female,0.0,0.0,30.0,>50K
19.0,Some-college,10.0,Never-married,Sales,White,Male,0.0,0.0,25.0,<=50K
57.0,5th-6th,3.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,40.0,<=50K
43.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,50.0,>50K
36.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,1902.0,48.0,>50K
31.0,Assoc-acdm,12.0,Separated,Other-service,Black,Female,0.0,0.0,40.0,<=50K
32.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,0.0,40.0,<=50K
47.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,40.0,>50K
45.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,<=50K
41.0,Some-college,10.0,Married-civ-spouse,Tech-support,White,Male,0.0,0.0,40.0,>50K
33.0,Masters,14.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,45.0,>50K
55.0,10th,6.0,Widowed,Transport-moving,Black,Female,0.0,0.0,35.0,<=50K
19.0,HS-grad,9.0,Never-married,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
20.0,10th,6.0,Separated,Sales,White,Female,0.0,0.0,36.0,<=50K
50.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,White,Male,0.0,0.0,50.0,<=50K
54.0,1st-4th,2.0,Married-civ-spouse,Other-service,White,Male,0.0,0.0,40.0,<=50K
51.0,Some-college,10.0,Divorced,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
19.0,Some-college,10.0,Never-married,Other-service,White,Female,0.0,0.0,20.0,<=50K
35.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,36.0,<=50K
33.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,50.0,>50K
49.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
53.0,Masters,14.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,65.0,>50K
58.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,0.0,45.0,>50K
41.0,HS-grad,9.0,Never-married,Machine-op-inspct,White,Male,0.0,0.0,40.0,<=50K
33.0,HS-grad,9.0,Divorced,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
57.0,7th-8th,4.0,Divorced,Other-service,White,Male,0.0,0.0,40.0,<=50K
34.0,HS-grad,9.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
28.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0.0,0.0,99.0,<=50K
44.0,11th,7.0,Never-married,Other-service,White,Female,0.0,0.0,40.0,<=50K
31.0,12th,8.0,Separated,Transport-moving,Black,Male,0.0,0.0,40.0,<=50K
31.0,HS-grad,9.0,Never-married,Craft-repair,White,Female,0.0,0.0,40.0,<=50K
27.0,Masters,14.0,Never-married,Prof-specialty,White,Male,0.0,0.0,35.0,<=50K
23.0,Assoc-voc,11.0,Never-married,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
30.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,White,Male,7688.0,0.0,40.0,>50K
25.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,40.0,<=50K
50.0,1st-4th,2.0,Separated,Prof-specialty,Black,Female,0.0,0.0,40.0,<=50K
25.0,Masters,14.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,40.0,<=50K
29.0,Bachelors,13.0,Never-married,Prof-specialty,White,Male,8614.0,0.0,45.0,>50K
31.0,HS-grad,9.0,Never-married,Craft-repair,White,Male,0.0,0.0,35.0,<=50K
45.0,Masters,14.0,Married-civ-spouse,Tech-support,White,Male,0.0,0.0,18.0,>50K
24.0,Bachelors,13.0,Never-married,Prof-specialty,White,Male,0.0,0.0,10.0,<=50K
68.0,Some-college,10.0,Divorced,Adm-clerical,Black,Female,2346.0,0.0,40.0,<=50K
57.0,9th,5.0,Married-civ-spouse,Sales,Black,Male,0.0,0.0,55.0,>50K
48.0,11th,7.0,Separated,Other-service,Black,Female,0.0,0.0,35.0,<=50K
45.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,White,Male,0.0,0.0,78.0,>50K
53.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,40.0,<=50K
26.0,Bachelors,13.0,Never-married,Prof-specialty,Black,Female,0.0,0.0,40.0,<=50K
49.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,White,Male,0.0,1902.0,50.0,>50K
23.0,Some-college,10.0,Never-married,Other-service,White,Male,0.0,0.0,32.0,<=50K
20.0,HS-grad,9.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,30.0,<=50K
42.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,60.0,<=50K
41.0,HS-grad,9.0,Divorced,Machine-op-inspct,White,Male,0.0,0.0,40.0,<=50K
63.0,HS-grad,9.0,Divorced,Farming-fishing,White,Male,0.0,0.0,25.0,<=50K
39.0,Bachelors,13.0,Divorced,Adm-clerical,Asian-Pac-Islander,Female,0.0,0.0,24.0,<=50K
30.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,White,Male,0.0,0.0,40.0,>50K
23.0,HS-grad,9.0,Never-married,Sales,White,Male,0.0,0.0,40.0,<=50K
35.0,Bachelors,13.0,Never-married,Sales,White,Male,0.0,0.0,50.0,<=50K
50.0,HS-grad,9.0,Separated,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
31.0,HS-grad,9.0,Divorced,Transport-moving,White,Male,0.0,0.0,40.0,<=50K
58.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,White,Male,3908.0,0.0,40.0,<=50K
19.0,Some-college,10.0,Never-married,Sales,White,Female,0.0,0.0,25.0,<=50K
56.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,40.0,>50K
43.0,Assoc-voc,11.0,Divorced,Prof-specialty,White,Female,0.0,0.0,40.0,<=50K
23.0,Some-college,10.0,Divorced,Adm-clerical,White,Male,0.0,0.0,40.0,<=50K
84.0,HS-grad,9.0,Widowed,Exec-managerial,White,Female,0.0,0.0,33.0,<=50K
19.0,Some-college,10.0,Never-married,Transport-moving,White,Male,0.0,0.0,50.0,<=50K
44.0,HS-grad,9.0,Divorced,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
53.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,0.0,38.0,<=50K
25.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
36.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
44.0,Some-college,10.0,Divorced,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
19.0,HS-grad,9.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,28.0,<=50K
18.0,11th,7.0,Never-married,Other-service,Black,Male,0.0,0.0,20.0,<=50K
31.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,70.0,<=50K
31.0,HS-grad,9.0,Never-married,Sales,White,Female,0.0,1594.0,30.0,<=50K
53.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,White,Male,0.0,0.0,38.0,<=50K
36.0,HS-grad,9.0,Married-civ-spouse,Other-service,White,Male,0.0,0.0,50.0,<=50K
69.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,50.0,>50K
38.0,Some-college,10.0,Separated,Exec-managerial,White,Male,0.0,0.0,40.0,<=50K
24.0,Some-college,10.0,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,<=50K
28.0,Some-college,10.0,Married-spouse-absent,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
24.0,Some-college,10.0,Never-married,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
20.0,Some-college,10.0,Never-married,Sales,White,Male,0.0,1602.0,15.0,<=50K
38.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
29.0,Bachelors,13.0,Never-married,Exec-managerial,White,Female,0.0,0.0,45.0,>50K
37.0,Some-college,10.0,Divorced,Adm-clerical,White,Female,0.0,0.0,45.0,<=50K
19.0,Some-college,10.0,Never-married,Prof-specialty,White,Male,0.0,0.0,40.0,<=50K
47.0,Masters,14.0,Married-civ-spouse,Exec-managerial,White,Male,15024.0,0.0,50.0,>50K
59.0,Masters,14.0,Never-married,Sales,White,Female,27828.0,0.0,45.0,>50K
35.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,50.0,<=50K
35.0,Some-college,10.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,55.0,>50K
27.0,HS-grad,9.0,Never-married,Craft-repair,Black,Male,0.0,0.0,40.0,<=50K
63.0,10th,6.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,40.0,<=50K
48.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,60.0,>50K
50.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Black,Male,0.0,0.0,40.0,<=50K
41.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
25.0,Bachelors,13.0,Never-married,Exec-managerial,White,Female,0.0,0.0,40.0,>50K
40.0,Assoc-voc,11.0,Divorced,Prof-specialty,White,Female,0.0,0.0,40.0,>50K
58.0,Bachelors,13.0,Divorced,Prof-specialty,White,Female,0.0,0.0,50.0,<=50K
79.0,Bachelors,13.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,40.0,<=50K
43.0,HS-grad,9.0,Divorced,Craft-repair,White,Male,5455.0,0.0,50.0,<=50K
52.0,Some-college,10.0,Widowed,Craft-repair,Black,Male,0.0,0.0,35.0,<=50K
39.0,HS-grad,9.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,70.0,<=50K
21.0,Some-college,10.0,Never-married,Prof-specialty,White,Female,1055.0,0.0,32.0,<=50K
17.0,11th,7.0,Never-married,Sales,White,Female,0.0,0.0,16.0,<=50K
46.0,Bachelors,13.0,Separated,Prof-specialty,Black,Female,0.0,0.0,36.0,<=50K
24.0,Bachelors,13.0,Never-married,Prof-specialty,Other,Female,0.0,0.0,40.0,<=50K
29.0,Bachelors,13.0,Never-married,Prof-specialty,White,Female,0.0,0.0,45.0,<=50K
49.0,Assoc-acdm,12.0,Separated,Adm-clerical,White,Female,2597.0,0.0,40.0,<=50K
20.0,HS-grad,9.0,Never-married,Handlers-cleaners,White,Male,0.0,0.0,40.0,<=50K
20.0,HS-grad,9.0,Never-married,Craft-repair,White,Male,0.0,0.0,25.0,<=50K
27.0,Some-college,10.0,Married-civ-spouse,Tech-support,White,Male,3908.0,0.0,40.0,<=50K
51.0,10th,6.0,Divorced,Other-service,White,Female,0.0,0.0,25.0,<=50K
42.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
41.0,10th,6.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,30.0,<=50K
29.0,HS-grad,9.0,Never-married,Craft-repair,White,Male,0.0,0.0,50.0,<=50K
28.0,7th-8th,4.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,55.0,<=50K
37.0,Assoc-voc,11.0,Married-spouse-absent,Sales,Black,Female,0.0,0.0,32.0,<=50K
43.0,Masters,14.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,40.0,>50K
31.0,HS-grad,9.0,Separated,Adm-clerical,White,Female,0.0,0.0,20.0,<=50K
22.0,HS-grad,9.0,Never-married,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
36.0,Some-college,10.0,Never-married,Sales,White,Male,0.0,0.0,50.0,<=50K
68.0,10th,6.0,Separated,Other-service,Black,Female,0.0,0.0,90.0,<=50K
34.0,HS-grad,9.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,70.0,<=50K
34.0,Bachelors,13.0,Never-married,Prof-specialty,White,Male,0.0,0.0,45.0,<=50K
23.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
31.0,Assoc-acdm,12.0,Divorced,Other-service,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,<=50K
33.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,50.0,>50K
23.0,HS-grad,9.0,Never-married,Sales,White,Male,0.0,0.0,55.0,<=50K
48.0,Bachelors,13.0,Married-spouse-absent,Sales,White,Female,0.0,2472.0,70.0,>50K
39.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Black,Female,0.0,0.0,45.0,<=50K
41.0,HS-grad,9.0,Married-civ-spouse,Tech-support,White,Male,0.0,0.0,40.0,>50K
33.0,Some-college,10.0,Divorced,Other-service,White,Female,0.0,0.0,40.0,<=50K
41.0,Some-college,10.0,Divorced,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
28.0,HS-grad,9.0,Never-married,Other-service,Black,Male,0.0,0.0,30.0,<=50K
70.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,White,Male,0.0,0.0,40.0,>50K
53.0,Some-college,10.0,Divorced,Other-service,White,Female,0.0,0.0,40.0,<=50K
36.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
50.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,>50K
30.0,Bachelors,13.0,Separated,Prof-specialty,White,Female,0.0,0.0,40.0,<=50K
22.0,Assoc-acdm,12.0,Never-married,Transport-moving,White,Male,0.0,0.0,45.0,<=50K
26.0,Bachelors,13.0,Never-married,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
33.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,1902.0,45.0,>50K
42.0,Masters,14.0,Divorced,Prof-specialty,White,Male,4650.0,0.0,40.0,<=50K
18.0,11th,7.0,Never-married,Other-service,Black,Male,0.0,1602.0,23.0,<=50K
20.0,Some-college,10.0,Never-married,Tech-support,White,Male,0.0,0.0,15.0,<=50K
44.0,Prof-school,15.0,Separated,Prof-specialty,White,Female,0.0,0.0,40.0,<=50K
44.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,White,Male,0.0,0.0,40.0,<=50K
58.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Black,Male,0.0,0.0,40.0,>50K
37.0,Bachelors,13.0,Never-married,Prof-specialty,White,Male,0.0,0.0,40.0,<=50K
25.0,Masters,14.0,Separated,Other-service,White,Female,0.0,0.0,40.0,<=50K
37.0,Some-college,10.0,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,0.0,0.0,32.0,<=50K
28.0,HS-grad,9.0,Separated,Handlers-cleaners,Other,Male,0.0,0.0,30.0,<=50K
55.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Black,Male,7688.0,0.0,40.0,>50K
18.0,HS-grad,9.0,Never-married,Adm-clerical,Black,Male,0.0,0.0,40.0,<=50K
34.0,HS-grad,9.0,Never-married,Machine-op-inspct,Black,Female,0.0,0.0,40.0,<=50K
31.0,HS-grad,9.0,Separated,Other-service,Black,Female,0.0,0.0,40.0,<=50K
61.0,HS-grad,9.0,Divorced,Adm-clerical,Black,Female,0.0,0.0,20.0,<=50K
25.0,5th-6th,3.0,Never-married,Machine-op-inspct,White,Male,0.0,0.0,40.0,<=50K
48.0,Some-college,10.0,Divorced,Exec-managerial,White,Female,0.0,0.0,40.0,<=50K
45.0,Some-college,10.0,Separated,Adm-clerical,White,Female,0.0,0.0,27.0,<=50K
55.0,HS-grad,9.0,Divorced,Adm-clerical,White,Female,0.0,0.0,40.0,<=50K
47.0,HS-grad,9.0,Married-civ-spouse,Sales,White,Female,0.0,0.0,38.0,>50K
45.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
70.0,Masters,14.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,8.0,>50K
34.0,11th,7.0,Never-married,Other-service,White,Male,0.0,0.0,30.0,<=50K
54.0,Some-college,10.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,45.0,>50K
52.0,Some-college,10.0,Widowed,Other-service,Black,Female,0.0,0.0,40.0,<=50K
25.0,Bachelors,13.0,Divorced,Prof-specialty,White,Female,0.0,0.0,44.0,<=50K
58.0,Some-college,10.0,Divorced,Prof-specialty,White,Female,0.0,0.0,40.0,<=50K
44.0,Some-college,10.0,Married-civ-spouse,Sales,White,Male,0.0,0.0,60.0,>50K
52.0,HS-grad,9.0,Never-married,Prof-specialty,White,Female,0.0,323.0,40.0,<=50K
24.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,0.0,40.0,<=50K
45.0,Bachelors,13.0,Divorced,Prof-specialty,White,Male,0.0,0.0,35.0,<=50K
52.0,HS-grad,9.0,Divorced,Other-service,White,Male,0.0,0.0,30.0,<=50K
25.0,HS-grad,9.0,Never-married,Handlers-cleaners,White,Female,0.0,0.0,40.0,<=50K
56.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,White,Male,0.0,0.0,35.0,<=50K
48.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,60.0,>50K
30.0,Some-college,10.0,Married-civ-spouse,Craft-repair,White,Male,0.0,0.0,40.0,<=50K
43.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,White,Male,0.0,0.0,70.0,>50K
19.0,Preschool,1.0,Never-married,Farming-fishing,White,Male,0.0,0.0,36.0,<=50K
